Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Total_Spending,Total_Purchases,Average_Spend,Family_Size,Age,Engagement,Spending_Ratio,Customer_Days,Customer_Year,Customer_Month,Education_2n Cycle,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,Age_Group,Income_Level,Spending_Level
7500.0,0,0,59,6,16,11,11,1,16,1,2,0,3,8,0,0,0,0,0,0,0,61,5,10.166666666666666,1,50,0.0833333333333333,0.0081322490334622,593,2012,11,0,1,0,0,0,0,1,0,0,0,-2.9028952902524545,-0.041680371164426244,-3.943665434663182,0.2733717951152172,-2.2394552961110556,0.5696742339966998,1.9030575648723234,-0.30368745534857716,-1.042758929241639,0.10277697952828979,-0.9748206155815601,0.8581811528001376,2.5288545935858178,3.070769829667995,0.9788456608494827,0.47126523869446396,3.1197284831484007,1.709756798572451,-0.44901106126586277,0.7120150850354633,0.009056912540162412,-0.06390251540982267,-0.017005844516677734,-0.14564840571958912,0.4266373064932,Young,Low,Low
63033.0,0,0,82,194,61,480,225,112,30,1,3,4,8,2,0,0,0,0,0,0,0,1102,15,68.875,1,67,0.180722891566265,0.0174826284227559,226,2013,11,0,0,1,0,0,1,0,0,0,0,3.321069387899488,1.5863872046734322,-0.9018366002533765,-2.5276824437487777,-0.22750641603631652,-1.3180040616642597,0.060494172754581604,-0.11627786427012105,-1.6291521444254395,0.011230032797723579,2.2447083170268516,-0.8965971058688033,-1.45043516758085,0.9468735007591201,-0.5718315039942682,0.18264992194656587,0.561667997977877,0.5851541151817319,0.6263019699350757,0.3049261808496932,1.0892140343368086,0.6812095787356038,-0.9450681714247656,0.8700211409093179,0.3329154750907478,Senior,High,High
59354.0,1,1,53,233,2,53,3,5,14,3,6,1,5,6,0,0,0,0,0,0,0,310,12,23.846153846153847,3,74,0.2222222222222222,0.0052228118945328,226,2013,11,0,0,0,1,0,1,0,0,0,0,-1.6944826942401696,-1.558860905664268,1.73588248606826,0.16140159581077496,-0.8422148081189218,-0.7493420467041227,-0.55496303613278,-0.20107559826446667,-0.07991110828352715,2.1431300386019796,2.3907301483238057,-1.0028105458900336,-1.4438951059415244,0.7057058672503396,-0.0005432804163336306,-0.12822930980429126,0.6821978478815055,0.21655184129687233,0.44680384902566633,1.1185411611911207,0.6088702479198482,-0.0549521292674192,0.17786859216053727,0.5061373848173905,0.43319626774162384,Senior,Medium,Medium
17323.0,0,0,38,3,14,17,6,1,5,1,1,0,3,8,0,0,0,0,0,0,0,46,4,9.2,1,39,0.1025641025641025,0.0026552759178018,627,2012,10,0,0,1,0,0,0,1,0,0,0,-2.687419719567459,0.08135900033530137,-3.2014260554787404,-0.33959928204011514,-0.1185479768422643,0.8052016211423467,1.558923970859555,-1.0994803049091135,-1.4263546625043795,0.10376518424341377,-0.5232935398610428,0.09768511887799453,-0.28943002358458075,0.4719311107729845,0.4006736910551302,0.0887206542033644,-1.1198400578683079,-0.39973594099337645,-0.2862261844208439,-0.13788930960124077,-0.1889721358913036,-0.03996155703220443,-0.03223968801767771,-0.5320907067088457,-0.8483520775645085,Young,Low,Low
82800.0,0,0,23,1006,22,115,59,68,45,1,7,6,12,3,0,0,1,1,0,0,1,1315,25,50.57692307692308,1,80,1.0416666666666667,0.015881450707117,582,2012,11,0,0,0,0,1,0,0,1,0,0,5.275615662431773,-0.681241813348481,-0.9225407999204893,3.735107908057226,-0.8818263796053013,-0.3592285582341041,-0.5695385708191095,0.6479771988636399,-1.7452678348874795,-0.24896044446711632,-0.43420409707282864,0.09714243992598268,-0.6562025725382943,-1.794834981183844,0.35891263161938175,-0.803325001483509,1.288266855960847,-0.5663327245560271,-1.8691390333346467,0.625665263777405,1.7500071977489213,-1.7044213703163424,1.1013875100276835,-1.118787669770104,0.27328461338756593,Senior,High,High
41850.0,1,1,51,53,5,19,2,13,4,3,3,0,3,8,0,0,0,0,0,0,0,96,6,13.714285714285714,3,46,0.1153846153846153,0.0022938519987574,552,2012,12,0,0,1,0,0,0,1,0,0,0,-3.0732660548533506,-1.9432999565082105,-1.344473313292234,-0.6236481466138508,0.852834886465629,0.6753640771107376,1.5745373806731255,-0.4920779524362807,-0.5192572423101183,0.13960084584864635,-0.3200878031886928,-0.23848677044180652,-0.816213841060278,-0.8658653173914006,-0.3089730930471139,-0.6666455560944029,0.26364499695844246,0.24823981943516663,0.4454728677368929,0.44607792904369814,-0.2415086730009448,-0.2279178961068259,-0.020026615452514898,0.032751337597429105,-0.28954601967436133,Young,Medium,Low
37760.0,0,0,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,317,11,26.416666666666668,1,80,0.5238095238095238,0.0083949047959534,667,2012,8,0,0,1,0,0,0,0,0,1,0,-0.2905980772800482,-0.8215809175659845,-1.6835489770235144,-1.2037477981239235,-0.3876128838648244,-1.1376159729438247,-0.8613108840519564,-2.32594069233524,-1.0823725367228834,-0.23224997559688404,-0.9993027368916861,-0.4014162622986143,0.3591617336133029,0.3622694310648023,0.43613911108984477,0.2253060887256507,-0.4246138629393654,-0.19008191823463788,-1.2440446371647396,-1.131842410535119,0.9882903854378443,0.3462840467082053,-0.35396198835235765,-0.027881235103674934,-0.5895895672581435,Senior,Low,Medium
76995.0,0,1,91,1012,80,498,0,16,176,2,11,4,9,5,0,0,0,1,0,0,0,1782,24,71.28,2,77,0.2608695652173913,0.0231440594316587,458,2013,3,0,0,0,1,0,0,1,0,0,0,4.710638326477281,-1.5352868463445222,1.95748215686448,0.26342658200640506,-0.1458045038190795,0.4025944405784384,1.6805159733505053,0.4974844148865101,1.4113434115302315,2.0034462858222084,0.6997413149023336,-0.5046191440157037,1.1902534563285183,0.09805683612858075,1.0399291135429805,-0.5020000375817059,0.4971274237583861,-0.4520350309199157,-1.3779291301008112,-0.25661338620154023,2.3281092851189373,-0.2014835395692331,2.3030054976352154,-0.03156180769366875,-1.0065503304182164,Senior,High,High
33812.0,1,0,86,4,17,19,30,24,39,2,2,1,3,6,0,0,0,0,0,0,0,133,6,19.0,2,41,0.0689655172413793,0.0039333983970662,603,2012,11,1,0,0,0,0,0,0,1,0,0,-2.323426550544398,-0.3033823492080204,-3.3027841031098957,-0.21783363527664804,-1.3088310003237935,-0.7650269916074914,-0.0689022178481919,1.0495823999936484,0.8197130717462608,-0.3804688176572462,1.5579828478627282,2.15851866212925,-0.23500905379176568,-1.6403699854874048,-0.714048440828629,-0.6339254120625217,-0.7908197391643371,0.6531652651033422,-0.1363178455780904,-0.04367947260153102,-0.09139380448283098,-0.45816117583481386,0.4034688760128674,0.487397254330533,0.13286365812010423,Young,Low,Medium
37040.0,0,0,41,86,2,73,69,38,48,1,4,2,5,8,0,0,0,0,0,0,0,316,11,26.33333333333333,1,44,0.2619047619047619,0.0085310871736724,690,2012,8,0,0,1,0,0,0,1,0,0,0,-0.5931058251524345,-0.45104796897628274,-2.7717977318198015,-0.9066030224065723,0.04504459051580592,0.9358484747994827,1.3474862251295512,-0.8548227532164816,-1.067100065571785,-0.0022424155442037122,-0.4078869943364772,0.2550906431820867,0.09284685948456596,0.6018194481333448,0.5048774899417211,0.0855263485696673,-0.9031591385573271,-0.7595096168717456,-0.25737458625892773,-0.5008199455762267,0.13127694278334748,-0.15984733590494318,0.1324734794862665,-0.3112020826987567,-0.7517313072886549,Young,Low,Medium
2447.0,1,0,42,1,1,1725,1,1,1,15,0,28,0,1,0,0,0,0,0,0,0,1730,28,59.6551724137931,2,47,0.6511627906976745,0.7066993464052288,539,2013,1,0,0,1,0,0,0,1,0,0,0,9.077608791918214,-4.372826900793439,-1.4451377829711094,-1.5903078660084198,3.224723215546745,4.000911402071758,1.7380654964096034,8.934383113784182,10.204191921984053,-1.0382429361082208,-7.345677491137722,-6.060264796617698,-1.5665322753504447,11.074912364927059,-17.098696546033608,14.919745004582458,-12.226016613475315,17.815665403580013,-5.680641698190868,4.1425466894007394,3.806528064935684,1.5652747805200427,-0.18273067334536439,0.4458115875867889,-2.4688665873090936,Young,Low,High
58607.0,0,1,63,867,0,86,0,0,19,3,2,3,9,8,0,1,0,0,0,0,0,972,14,64.8,2,77,0.21875,0.0165847665847665,553,2012,12,0,0,0,0,1,0,1,0,0,0,0.870756029271902,-3.0859042892364927,0.9747321798141398,2.0418971099051126,-1.377205421449022,-0.5444506293352837,2.5840323137618015,-0.19543707494085974,-1.778230420317346,-0.1972956863961449,-0.7740846235982352,0.8432871186248663,-0.5072162979644894,-0.05983970276946548,0.14106307250382746,0.06809602969133728,-0.3811723346314502,0.6705733387264272,-0.9355470080211963,0.23442459505988622,-0.7286604326974543,1.6334949972949848,-0.9407653598279081,0.9788148363264152,-0.6891970464627311,Senior,Medium,High
65324.0,0,1,0,384,0,102,21,32,5,3,6,2,9,4,0,0,0,0,0,0,0,544,17,30.22222222222222,2,72,17.0,0.0083275928052047,169,2014,1,0,0,0,0,1,0,1,0,0,0,0.7807229787248393,0.030365015472317434,3.848546225355182,0.9373188907562848,-1.454343561401514,5.456160260493751,-3.299961670350862,-1.9975777123261744,-1.4468583064709906,-1.103743942694226,-2.0523421550208654,1.2403153936346267,-0.7925894310260256,0.7354477863077813,-0.09878135480787681,0.32121291425133613,0.25032281739061457,0.2264385187244496,0.13314261332910096,-0.35533956356807733,0.7892989341939226,-2.1953953226742424,0.908922652680838,3.3678718468687356,0.8517049120643357,Senior,High,Medium
40689.0,0,1,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0,444,13,31.714285714285715,2,75,0.1857142857142857,0.0109117719341361,468,2013,3,0,0,1,0,0,0,0,0,1,0,-0.6832795707297589,-2.2093861712821377,1.0851659533323077,-1.2919966755022911,1.354091264635717,-1.3332139377515828,-0.6235916322476727,-0.6501911109399299,0.7035792598521723,-0.3809344884331807,-0.6972519408117647,0.031161625644081006,1.2549521631835705,0.9277908391662589,0.48230450957629506,0.1686890134502407,-0.44595135168881106,-0.337829528011487,-1.2875397444603156,-0.8671258225848502,0.5961588266775701,0.24009094514086135,0.7399732750759959,-0.3303617332067335,0.575897477813531,Senior,Medium,Medium
18589.0,0,0,89,6,4,25,15,12,13,2,2,1,3,7,0,0,0,0,0,0,0,75,6,10.714285714285714,1,57,0.0666666666666666,0.0040344271113501,543,2013,1,0,0,1,0,0,0,0,1,0,0,-2.2915411922071187,1.1350795326668517,-1.5457795626761528,-0.5197424288613103,0.6941523350728543,-1.0497696685593703,-0.23344186798479424,1.3857559926402758,-1.1340996244109174,0.5500944084004105,-0.42760099916689215,0.972226131290559,0.715597849875446,0.6156529472278112,0.40891419824574476,0.3902081927448472,-1.1983872746545665,-0.4558484612745842,-1.2877636390827556,-1.4651021931039385,0.576668755891056,-0.8485766703402046,0.0053263250548465915,0.2584506048577773,-0.2021275299123361,Middle_Age,Low,Low
53359.0,1,1,4,173,4,30,3,6,41,4,5,1,4,7,0,0,0,0,0,0,0,257,10,23.363636363636363,3,50,2.0,0.0048163418290854,398,2013,5,0,0,1,0,0,0,1,0,0,0,-2.0535480719526977,-1.1591135064214733,0.5670112807664416,-0.4782754832588198,1.532074864652032,2.112404395747111,0.09831512555052674,-0.5992413459139183,0.062007475330303374,0.04116120684175233,-0.6499120585540586,0.12175294422470481,-0.3819462582092328,-0.1614120857591488,-0.47538752921774596,-0.19409806101227467,0.4136616876908973,-0.2112244601488298,0.22845566268447826,0.0048947468025617585,-0.6241806859181777,-0.18190489408975083,0.38464303717740017,-0.20632884585928887,-0.44346331426463625,Young,Medium,Medium
38360.0,1,0,26,36,2,42,20,21,10,2,2,1,4,3,0,0,0,0,0,0,0,131,7,16.375,2,37,0.2592592592592592,0.0034149266181799,394,2013,5,0,0,1,0,0,0,1,0,0,0,-2.2057185804824115,1.2949153368114314,-1.0748379033889524,-0.6278503527516078,0.779218977786377,1.340509511288454,1.071081191732021,-0.42160512782082354,-0.1406769665491586,-0.04060022923535853,-0.5488527665040902,0.007851631079306224,-0.6407089214166015,0.033960145281597756,-0.5390572467091637,0.09790284847515861,-0.1827926172857943,-0.45475308865114616,0.6497013005589151,0.035472315493295055,-0.5877302336461375,-0.4975209578836778,-0.22093584377904835,-0.6852873675035727,-0.3565676299149054,Young,Low,Medium
84618.0,0,0,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,1672,25,64.3076923076923,1,61,0.2577319587628865,0.0197591557451636,219,2013,11,0,0,0,0,1,0,1,0,0,0,5.3637250401501095,1.1223833840556308,0.4410750202418661,0.7181536715759419,-1.863087830676958,-0.2682002169734988,2.7499626279510383,1.0730795279387226,-0.3727029383279313,-1.0466307316748436,-0.5797162694176323,-0.64952116930587,-1.2258938898359013,-0.393504586793174,-0.15974421899797786,0.17910094029691875,0.07376193956400226,0.07496436610278903,0.3656615212161285,0.9111529552762686,-0.8186724489722483,-1.508944661159733,-0.02987584908656985,0.8494799814248054,1.675266710982365,Middle_Age,High,High
10979.0,0,0,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,30,6,4.285714285714286,1,37,0.1714285714285714,0.0027322404371584,38,2014,5,0,0,0,1,0,1,0,0,0,0,-2.7907909417064514,2.410418963912977,0.15578975507494086,0.5542079112151578,-1.0616162742842885,-0.002442882614447105,-0.7795612744479238,-0.30185769898696196,0.19130110008126808,1.7661688156103097,2.163070743770227,-0.11050223990086852,-0.8556040796036918,2.6246577121488643,0.2402378659271226,0.7924562292708219,-0.7904676240669988,-1.0955240757996882,0.4531350785962749,1.018920043768553,0.25291844787426904,0.3132283058999995,0.17492085857038345,-0.8056361970130249,-0.3012821582371767,Young,Low,Low
38620.0,0,0,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,0,318,10,28.90909090909091,1,63,0.175438596491228,0.0082338624064628,414,2013,5,0,0,0,1,0,0,0,0,1,0,-0.33401888235959726,1.2280967196469181,-0.3595956140745121,-0.29629962631202067,-1.9073278732643504,-1.4118511936872644,-0.4663510624785957,-1.2990579823730732,1.0145457378353036,1.4563044315416214,-0.31488616174124484,-1.0171093423981123,0.558003412628609,0.7128266124914109,0.6674903250723725,0.27254442991608907,-0.9271650927756497,0.10073535176898202,-0.39465332321212787,-0.9135917732998662,0.3658128777837367,0.23654104907622567,0.6063625902103625,-0.5161576759220818,0.22254116233514118,Senior,Low,Medium
40548.0,0,1,31,110,0,5,2,0,3,2,2,1,4,5,0,1,0,0,0,0,0,120,7,15.0,2,56,0.21875,0.0029593824755234,627,2012,10,0,0,1,0,0,0,0,0,1,0,-1.7503892227659559,-1.3571932848967525,-0.7238811883720913,0.5757800504223158,0.5673096165750289,-1.981104788402445,0.30720710985572314,-2.5572736549899666,-1.1403745728778714,0.2697768964771124,-1.2120775466391043,0.9420294520692192,-0.39871931268808986,-0.12661629215998807,0.09683518668819299,-0.1688120772207309,-0.35018394696634053,0.5434230821737018,-1.0845447393336656,0.48074797553079185,-1.1201090680726076,1.0295363213290152,-1.432449457159709,-0.14656872787878894,-0.743305112376865,Middle_Age,Medium,Medium
46610.0,0,2,8,96,12,96,33,22,43,6,4,1,6,6,0,0,0,0,0,0,1,302,11,25.166666666666668,3,74,1.2222222222222223,0.0064791572804702,608,2012,10,0,0,0,0,1,1,0,0,0,0,-0.9152134852883007,-3.99669254486528,0.9854059283592501,1.1727253325716318,-0.6408653500295584,0.2980283214972905,-1.8262730715314592,-0.014341942784770871,-1.8701698198773686,-0.8366044811296712,1.917394240844024,-1.2846204695333487,-1.5341269075003747,0.29264779171000316,-0.3972162272691674,0.07318971026487693,1.5313464591513,0.5645531789183753,-0.4757766481541021,-0.6973851292882732,0.006857854107005397,0.5554881572522382,-0.351444724836259,-1.6870990546161058,0.6129197684788812,Senior,Medium,Medium
68657.0,0,0,4,482,34,471,119,68,22,1,3,5,9,7,0,0,0,0,0,0,0,1196,17,66.44444444444444,1,80,3.4,0.0174196743278277,494,2013,2,0,0,0,1,0,0,1,0,0,0,2.8188187189167477,0.489933098158594,0.3928064254929994,-0.2267572544911356,-1.9387439207130048,2.0066195203964785,-0.1891966257198199,-1.1068584196725828,0.0606650828383094,2.0598350610632314,-0.38045431159849435,-0.6404937611408709,0.12833727514778778,0.610912831379448,-0.20282234454489895,0.8871055227963938,-0.019490387732246296,-0.24248387208917124,-0.627229632689302,-1.9487859262384024,0.53983136764392,-0.22365208380706497,-0.6728300441405375,1.0582533754995327,-1.0121995897636518,Senior,High,High
49389.0,1,1,55,40,0,19,2,1,3,1,2,0,3,7,0,0,0,0,0,0,0,65,5,10.833333333333334,3,75,0.0892857142857142,0.0013160558817574,304,2013,8,0,0,0,1,0,0,0,1,0,0,-3.1757124162343238,-0.24347983549942384,0.7516485171778016,0.48773671160958526,-0.9895674584567798,-0.8339217822546259,-0.8102333348683757,0.9616337835724433,-0.0962902360793341,2.7205705106748077,0.12766996384375867,-0.20899450692547575,-0.26182290405212255,-1.3328318062335576,0.08636983651820956,-0.7348256630135181,0.34310350798043565,0.7813242999330557,-0.2749683913046186,-0.5109027583549511,0.5137810226825891,-0.01444650260164247,0.18181516258578825,0.7498730698806376,-0.19307927663375815,Senior,Medium,Low
67353.0,0,1,37,702,17,151,0,8,35,5,5,6,12,2,0,0,0,0,0,0,0,913,23,38.04166666666666,2,56,0.6052631578947368,0.0135552454197226,180,2013,12,0,0,0,0,1,0,1,0,0,0,1.7430126984873175,-1.4149946020885833,2.0666492925167703,0.10216336562566636,-1.724520817947477,1.161849309697607,1.087966568768736,0.6990457212291893,-0.46595595887342833,-0.9891432427349733,-0.8552686893356011,0.3265070404392428,-0.9490478855862501,0.04180151974050869,0.44700878332909016,-0.3470939783217311,-0.3571330758216799,0.5661132328306174,0.9500933514467175,1.5747307022530184,-0.326376631594502,-0.18277258262700422,-0.2701774604776436,-1.5998806173650577,0.3478829579684598,Middle_Age,High,High
23718.0,1,0,76,6,3,14,15,7,36,3,3,1,2,7,0,0,0,0,0,0,0,81,6,11.571428571428571,2,50,0.0779220779220779,0.003414983768287,300,2013,9,1,0,0,0,0,0,1,0,0,0,-3.0020831835428847,0.27583976094572815,-1.310888888459852,-0.17317444791888684,-0.9633032278337329,0.9094368590070416,1.4854763870185284,-0.2626591569986096,1.3820009681848984,-0.9646866480832472,1.7833066678045708,1.3511733592015103,0.3757831481712641,-0.7777583224509629,-0.6784989212054385,-0.08809112755923264,-0.9837586881397814,0.39756250959311323,-0.4174441850866471,0.20375417343743776,0.23074758909192478,0.13872209443575798,0.39891186986678534,0.36934337900990694,0.8542488175456391,Young,Low,Low
42429.0,0,1,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0,67,5,11.166666666666666,2,53,0.05,0.0015790714117369,138,2014,2,0,0,1,0,0,0,0,0,0,1,-2.5101714837913165,1.508809503336505,1.6035330929222287,-0.7074640305835442,0.7155784535938661,-1.4014892656505806,0.1608649260507212,0.15914066195093415,-2.1662099900840714,0.1277037548591937,0.6291459612900288,-0.7002485378008094,3.8256438321281085,-0.8028054092109304,-1.895423524790224,0.93720674305381,-1.2170835909513555,-0.5861965682499213,0.9131662780090626,0.8623650145910846,-0.49776258146821967,-1.2074468382308021,0.13734563579303904,-0.2574881003561824,-0.29310163773142395,Middle_Age,Medium,Low
